0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197
B_1,4000105852160.0,4000106447366,4000105871376,4000107447829,4000106589019,4000105001479,4000105016386,4000104742990,4000106454610,4000104411323,4000105455717,4000106384486.0,4000104411778.0,4000105750182.0,4000105783985.0,4000105224055.0,4000105315010.0,4000105674440.0,4000105887448.0,4000103958399.0,4000106044668.0,4000106605849.0,4000104411943.0,4000106345800.0,4000103489379.0,4000106174101.0,4000106144641.0,4000106249077.0,4000106917285.0,4000104413634.0,4000104411596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_2,4000104413444.0,4000105028621,4000104411224,4000105633883,4000104413352,4000104413758,4000106331941,4000105166678,4000105292862,4000106832765,4000103618977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_3,4000106021690.0,4000104889346,4000104896515,4000106183292,4000106135557,4000105576967,4000105160200,4000106394121,4000104413196,4000104403544,4000104851478,4000105945113.0,4000105495929.0,4000105028613.0,4000106179522.0,4000106804400.0,4000106940964.0,4000104373937.0,4000104407594.0,4000105824300.0,4000106643501.0,4000104411695.0,4000106765478.0,4000106704436.0,4000106497080.0,4000105175612.0,4000104861758.0,4000104407107.0,4000106054212.0,4000104888389.0,4000104376393.0,4000105691212.0,4000105372755.0,4000105886804.0,4000104711524.0,4000105424986.0,4000105884767.0,4000105804385.0,4000104376427.0,4000106435692.0,4000106392174.0,4000104380015.0,4000103584369.0,4000106628213.0,4000106926716.0,4000105809533.0,4000105579649.0,4000104772716.0,4000105416842.0,4000106029768.0,4000106674829.0,4000106418318.0,4000104413840.0,4000105853077.0,4000104956566.0,4000106698521.0,4000104418823.0,4000106094234.0,4000105838235.0,4000103784092.0,4000104760380.0,4000104407206.0,4000106583723.0,4000105132720.0,4000106202910.0,4000104955063.0,4000103569592.0,4000106346170.0,4000104403643.0,4000103881930.0,4000106469055.0,4000103872707.0,4000105524934.0,4000104380106.0,4000105028811.0,4000105988816.0,4000105202796.0,4000104376534.0,4000104407925.0,4000106059484.0,4000105677021.0,4000106106079.0,4000108040417.0,4000105620708.0,4000104411430.0,4000104756966.0,4000106934504.0,4000106294396.0,4000105261693.0,4000104407792.0,4000108040433.0,4000106617588.0,4000106129790.0,4000104413949.0,4000106387711.0,4000104256256.0,4000106672385.0,4000104377375.0,4000104413246.0,4000105677070.0,4000105233965.0,4000105255752.0,4000105244434.0,4000104717075.0,4000106648856.0,4000105329946.0,4000105925404.0,4000104403742.0,4000105709857.0,4000105561894.0,4000105877290.0,4000105344812.0,4000104411869.0,4000104941360.0,4000106645811.0,4000107159861.0,4000106244417.0,4000106342732.0,4000104177486.0,4000104918863.0,4000105110866.0,4000103992703.0,4000103600983.0,4000106734425.0,4000107357531.0,4000105081695.0,4000106628452.0,4000104413543.0,4000106643816.0,4000104411497.0,4000105017707.0,4000104407404.0,4000103882094.0,4000105635698.0,4000106122100.0,4000106822006.0,4000106013929.0,4000104403833.0,4000105119610.0,4000104399742.0,4000106583426.0,4000106665348.0,4000104812421.0,4000106837707.0,4000105749895.0,4000106888684.0,4000103959959.0,4000105523597.0,4000106649490.0,4000106568088.0,4000104411034.0,4000106319599.0,4000107053981.0,4000105023903.0,4000104407693.0,4000105455212.0,4000106835867.0,4000105132456.0,4000104413097.0,4000104403247.0,4000106822576.0,4000106711985.0,4000106159177.0,4000106848159.0,4000106327998.0,4000105332213.0,4000104885187.0,4000105576090.0,4000105683912.0,4000104904137.0,4000105469387.0,4000104407503.0,4000105168336.0,4000104403924.0,4000105872341.0,4000105458646.0,4000106140631.0,4000106377688.0,4000108040425.0,4000107266013.0,4000104626854.0,4000106151398.0,4000104376807.0,4000104407016.0,4000105072892.0,4000103651820.0,4000105516013.0,4000106834415.0,4000106764786.0,4000106630227.0,4000105308148.0,4000104403445.0,4000106150390.0,4000106044478.0,4000106176767.0,4000104411133.0,4000104376914.0
