,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712,201801,201802,201803,201804,201805,201806,201807,201808,201809,201810,201811,201812,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204
04000103651820,-2.02556180874964,-1.99809721243386,-2.0342155282323,-2.2660797608796,-3.2863064278717102,-3.47371097260165,-5.2959312257679905,-6.889682994800121,-4.81855615926538,-4.5236912786569405,-3.10368838466919,-2.21684622802212,-2.0722719740064197,-1.93345437007171,-2.17340038696375,-2.14709110665699,-2.8497193667570495,-5.412837493913809,-7.02272934258686,-6.92477219696551,-4.48332856815938,-3.5563048959777097,-2.56501843081229,-2.12104817081403,-2.21684622802212,-1.8661665141008503,-2.01265107381161,-2.31930573149706,-2.97025494491144,-3.65937860862899,-5.16327737004992,-6.9585867070986405,-5.2959312257679905,-3.7877851378033704,-2.56501843081229,-2.19359678660387,-2.18569409042957,-2.21847348329618,-2.1568761518642,-2.71217614265687,-5.6004376235422,-6.9912130772605,-6.31736649291041,-7.02272934258686,-6.28411475421107,-3.5587679461939197,-3.1703257203137603,-2.49605604247509,-2.124624940863,-1.9687546430901701,-2.07057321253063,-2.48501089608633,-2.9847505472416604,-6.34950692473976,-7.02272934258686,-7.02272934258686,-6.9585867070986405,-4.0651999913364,-2.78113117702928,-2.3544491920432202,-1.7596462402506798,-2.13618234043808,-2.6729758039275,-3.19092755809358
04000104711524,-1.9864516846569398,-2.23744709530448,-2.35371564810724,-2.40695753196784,-3.7917422043536098,-4.08762012933769,-5.146722833123411,-6.21785013452201,-4.7275893460654,-4.21835498755014,-2.75120959888142,-2.12476403730772,-1.81970608727846,-1.8940765536156299,-2.17736239343178,-2.06406695555203,-2.4874044902240295,-3.1213365002941096,-3.84642316015436,-5.85421262725884,-5.511288047251071,-3.74924755901394,-2.52248069963879,-2.0104387436965703,-2.14792419650788,-1.8642304655925601,-1.92797004485824,-2.34346292498011,-2.85650891467238,-3.91886990495062,-4.76380977886319,-6.96240300581954,-4.456602507215759,-3.63163057462801,-2.52248069963879,-2.0710336873420303,-2.26313458397499,-2.11082975246456,-2.0973435555940902,-2.4649410365117,-2.5571507919278704,-4.03643164302845,-6.995024503329329,-7.026535908430589,-6.28800313288023,-3.74479985018601,-2.6121204791832597,-2.30855405895585,-2.48315397579531,-2.25563238613279,-2.2026722449307297,-2.568979848911,-2.6356395649322204,-5.26833807254617,-10.2553199653243,-10.2553199653243,-10.2553199653243,-5.95468221061984,-2.9226294698759596,-2.42858816731044,-2.05833786408144,-2.3459281128496,-2.66420446253405,-3.0231726867554403
04000104717075,-1.8944553246761298,-1.9744785457014498,-2.00855377938981,-1.95095393956346,-2.9578274665655897,-4.83250829260159,-10.2553199653243,-6.8935090762971605,-4.82250210488703,-3.7917422043536098,-3.06767402342546,-2.20414648425873,-1.73887084514898,-1.7743017456756,-2.0304226196596,-2.08511446973533,-2.66059616983414,-6.32125234076743,-3.5999233934396897,-5.56960120248932,-5.04455356219412,-3.83612309637907,-2.53390435871431,-2.0830581426526997,-2.10212815172492,-1.8760622222913301,-1.9840455609132701,-2.5216396714141402,-2.97421545576181,-3.87811873599977,-4.88107774530742,-5.88886605180804,-5.480780165298031,-4.15396577743251,-2.53390435871431,-1.97765739185496,-2.02325604375317,-1.96682932979065,-2.0596138366100702,-2.33007393404551,-2.5930662040847,-3.63163057462801,-10.2553199653243,-10.2553199653243,-6.28800313288023,-5.013947295672,-3.05886448000185,-2.425147194004,-2.37981699985127,-2.30347195806092,-2.36966846615032,-2.85650891467238,-3.5999233934396897,-10.2553199653243,-10.2553199653243,-10.2553199653243,-6.96240300581954,-3.45491532542911,-2.65163199181589,-2.4195419257350497,-2.0655043716649,-2.22924430217648,-2.53390435871431,-3.09587747899552
04000104812421,-2.01929386199242,-2.26951305672928,-2.29951011656012,-2.24237118175384,-3.42724252411951,-3.09758937000556,-5.697893866747191,-5.529635084111099,-3.8657274168092997,-3.8321663097042995,-3.12429134732692,-2.39073820478807,-2.04543212397608,-2.2597571148896503,-2.54191375005214,-2.4346728336081402,-3.1991387033912795,-3.09758937000556,-10.2553199653243,-5.565674462144799,-3.8657274168092997,-3.8321663097042995,-2.7762199443188598,-1.89226659593383,-1.9656035359261599,-1.9656035359261599,-1.98651258549577,-2.30935894153202,-2.86853861122107,-4.31949737833172,-6.24967366990762,-6.9585867070986405,-5.01000499787655,-3.2863064278717102,-2.7762199443188598,-2.0954342570998503,-2.20156243319322,-2.21063283183023,-2.124624940863,-2.34571347136521,-2.50722454790942,-3.41820244484655,-5.412837493913809,-7.02272934258686,-5.379198891785,-3.5587679461939197,-2.8727070398751597,-2.61378573322919,-2.8456318624839003,-2.3705802034792702,-2.1987102699238603,-2.5414985669534502,-2.8727070398751597,-10.2553199653243,-10.2553199653243,-7.02272934258686,-10.2553199653243,-4.66136146678891,-3.0781862615684505,-2.60324056078632,-2.24237118175384,-2.4007846607507797,-2.6602432258390496,-2.9351872703331696
04000105001479,-2.09723392247788,-2.06308462196067,-2.1795904374795603,-2.2660797608796,-3.2103893462106496,-3.36561374838336,-7.05320610329072,-6.889682994800121,-4.48332856815938,-3.92731414987598,-3.2112300091261297,-2.30459222454909,-1.8104954875016102,-1.9787582948714098,-2.1568761518642,-2.0954342570998503,-2.75595504635961,-3.36561374838336,-10.2553199653243,-10.2553199653243,-5.728337797187169,-5.127129230482071,-2.952567397773,-2.27514996641117,-2.25102636496373,-2.0543757198847197,-2.1778533575053,-2.5676662261456698,-2.91810405863601,-3.79732661195046,-5.85029790252282,-10.2553199653243,-4.60629882274242,-3.31294925418791,-2.952567397773,-2.0954342570998503,-2.1778533575053,-2.1139327832781802,-2.17340038696375,-2.2072912808628598,-2.58910483025165,-3.8929731072867204,-10.2553199653243,-10.2553199653243,-6.28411475421107,-3.86847382501242,-2.78574749536134,-2.34196633173515,-2.0318692905974998,-2.4817615519743903,-2.40693390535608,-2.61378573322919,-3.1703257203137603,-10.2553199653243,-10.2553199653243,-10.2553199653243,-10.2553199653243,-4.42099692904594,-2.78113117702928,-2.44296829174622,-2.1056545725685503,-2.4420112830676697,-2.8551954927528103,-3.4243174308312003
04000105023903,-2.3887822469767,-2.13655281115506,-2.21894311187619,-2.30255358578636,-2.9768626378746497,-3.22660840475644,-6.38448744959893,-6.8935090762971605,-5.04455356219412,-4.09347291915008,-2.4889724537986,-2.3749048474908503,-1.9427377637919099,-2.16366777090787,-2.47610968884992,-2.44878273329117,-2.74510916776843,-4.25907745377444,-5.44929531329368,-10.2553199653243,-5.732258091440659,-3.93127029298742,-2.7092680362984503,-2.15398911570794,-2.33645283378664,-1.99605062083868,-2.0502774288584,-2.5975910134784304,-3.0105576030439596,-3.69608053165671,-5.348304575860991,-6.28800313288023,-5.29986659394841,-3.93127029298742,-2.7092680362984503,-2.4087933621453703,-2.9559437272657596,-2.19909556021973,-2.16906615511758,-2.36966846615032,-2.7092680362984503,-3.66548631630258,-6.32125234076743,-10.2553199653243,-5.88886605180804,-5.16721619999002,-7.026535908430589,-3.7029911345289,-2.95488568121966,-2.66561121115077,-2.49882832290662,-3.10764850682604,-3.1343132705668504,-7.026535908430589,-10.2553199653243,-10.2553199653243,-10.2553199653243,-6.353390245076951,-3.39552152420218,-2.7344765628676897,-2.40474635385531,-2.7092680362984503,-3.22660840475644,-3.4282763767909104
04000105202796,-2.49918459764604,-2.3358647749193397,-2.38115830808842,-2.4122088969484103,-3.42724252411951,-4.94579604109397,-7.05320610329072,-10.2553199653243,-6.01242193016569,-4.973825662894519,-5.044908043952651,-2.7190929068302596,-2.41819816816866,-2.5299428780314304,-2.8497193667570495,-3.0221384605566604,-3.6639912308918197,-3.56321678243623,-4.287831278669669,-5.565674462144799,-5.5073592396779505,-3.7877851378033704,-2.8060557935100197,-2.3712592955078198,-2.61378573322919,-2.3324910389721802,-2.3024545925155095,-2.6068686013646802,-3.23419923568319,-3.8741622258445196,-6.24967366990762,-10.2553199653243,-5.47685032329417,-4.43695008758645,-2.8060557935100197,-2.61087470797723,-2.64767073016896,-2.7186452173656406,-2.78624336720808,-3.1102645871992403,-3.2112300091261297,-4.46219168189433,-10.2553199653243,-10.2553199653243,-5.6004376235422,-4.186296421260439,-3.4243174308312003,-2.73307163606785,-2.33219637790074,-2.66164997726723,-2.2974122149541802,-2.9351872703331696,-3.47832466639715,-7.02272934258686,-10.2553199653243,-10.2553199653243,-10.2553199653243,-5.111222977288611,-3.2226486756832498,-2.9201592747241905,-2.55318935247713,-2.90130778804606,-3.36561374838336,-3.76562691292555
04000105255752,-2.0549961618856103,-2.2286393561546602,-2.25563238613279,-2.31084945787273,-3.1667617803568,-3.81368646262269,-5.013947295672,-5.81828307018631,-3.9495862346313797,-3.63163057462801,-2.90526848031285,-2.32706649357573,-2.0830581426526997,-2.21244263101294,-2.49882832290662,-2.57934611752838,-3.07258431475511,-3.81368646262269,-5.06794254386324,-10.2553199653243,-5.732258091440659,-4.97776870459644,-3.6666744484055096,-2.7759229844707103,-2.425147194004,-2.29942479180278,-2.5119350875357997,-3.0568478264047902,-4.00259647548436,-5.480780165298031,-10.2553199653243,-10.2553199653243,-5.480780165298031,-4.36108839132394,-3.6666744484055096,-2.46939354000523,-2.5228593932287797,-2.6356395649322204,-2.6879811691505804,-3.0326087683118397,-3.1492877274550404,-4.7275893460654,-10.2553199653243,-10.2553199653243,-6.28800313288023,-4.76380977886319,-3.28182073965919,-2.85650891467238,-2.43485527135154,-2.2099773301015295,-2.49882832290662,-2.8100167166944803,-3.23740968968207,-7.026535908430589,-10.2553199653243,-10.2553199653243,-10.2553199653243,-3.56919073727992,-2.8591562995563002,-2.4656143852502597,-2.36515234319375,-2.4565507023352797,-3.29553798733929,-5.11516304504788
04000105315010,-2.4254692827386,-2.3398265648707004,-2.41754271494804,-2.57644470233112,-3.14379123049012,-3.53644117670496,-5.013947295672,-6.8935090762971605,-5.04455356219412,-4.44090151762259,-2.97421545576181,-2.30855405895585,-2.13217661082625,-2.23775219844419,-2.53390435871431,-2.5011288338231,-3.13571367931889,-4.83250829260159,-4.86515096903636,-6.253564582687661,-5.17730561723145,-3.66931980697542,-3.02923626626413,-2.42215983420858,-2.64305250975052,-2.21244263101294,-2.37034184022216,-2.90280397047723,-3.9538979918849395,-7.0570078212888205,-10.2553199653243,-10.2553199653243,-5.985993588174419,-4.62262640939649,-3.02923626626413,-2.42858816731044,-2.53390435871431,-2.5891418540294002,-2.60797823662491,-3.01320471757334,-3.1707761036463302,-4.39225346904159,-10.2553199653243,-7.026535908430589,-6.28800313288023,-4.25463416163544,-3.4282763767909104,-3.02923626626413,-3.20600720083346,-2.7385980417254503,-2.5458752096220802,-2.9220647078533304,-3.30478848206065,-10.2553199653243,-10.2553199653243,-10.2553199653243,-10.2553199653243,-4.86515096903636,-3.06311273674165,-2.7721960573936,-2.425147194004,-2.7092680362984503,-3.04443453765081,-3.28182073965919
