,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712,201801,201802,201803,201804,201805,201806,201807,201808,201809,201810,201811,201812,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204,202205,202206
04000103882094,-1.61974369108268,-1.6563027970010098,-1.76460095679914,-1.75401378109626,-2.51403112863285,-3.09060776909267,-4.45011832992217,-3.3659259035136904,-2.99439375213252,-3.04940302546566,-2.5893395912621497,-1.9361049490970799,-1.93245572246697,-1.51465909442316,-1.6722746100313797,-1.50186158727157,-1.9658147390370801,-2.97360056519607,-4.67543499781814,-3.6597743312999302,-3.19206584477468,-2.73900486834071,-2.0518358204872302,-1.8303314959219,-2.09122736871839,-1.7534867678265802,-1.7509609631302199,-2.22355587491618,-2.49655013952396,-3.24563454923735,-4.8802756699057195,-3.73069708675773,-3.37648208191885,-2.75010268585242,-2.1885455035581898,-1.8140916470622301,-1.6045329190459,-1.52581471627792,-1.56115342838305,-1.87900425084813,-1.95037283908102,-2.75613174584348,-5.763625701902501,-5.796042206111599,-3.36717933006531,-2.66087188853582,-2.15083408518018,-2.0518358204872302,-1.81062083811095,-1.3628735317243201,-0.7818663811229649,-1.5186504759003099,-0.939356897651231,-3.785184832504,-3.68238840894666,-3.45952443550703,-3.10765934982939,-2.46858806635145,-2.1466189062489502,-1.97812616173368,-1.81969914752213,-1.80539071659151,-2.0699485005015097,-2.33874288587392,-3.28904031195127,-3.8238334050114196
04000104380106,-1.06098383409395,-1.22809118919267,-1.23753194176115,-1.14748389512073,-2.0289728889451597,-2.28267613153577,-3.860016436975,-4.00830380553911,-3.64994282386658,-3.0931754827437903,-2.19053602897583,-1.52625159654997,-0.914540031659884,-0.979265216504077,-1.28964145715183,-1.27493717427391,-1.78203666986474,-3.2496978025525,-4.27938128986579,-4.73574114291787,-5.18543886449205,-2.6551957280426,-1.8171205262167,-1.25097716051584,-1.22654856096525,-0.8044775099452309,-0.9638431347928649,-1.36215829408952,-1.85685208032989,-2.40904359960369,-3.55986445012338,-4.54837615359246,-3.48584480461984,-2.6551957280426,-1.8171205262167,-1.3079853969298998,-1.07097734415016,-1.0686760831018298,-1.22809118919267,-1.49116585651758,-1.92679434935179,-2.43344289810282,-3.89073592890612,-3.0082454518289,-3.8568917607893103,-2.9898573529595502,-2.0686723179687,-1.4605105162397798,-1.0776956024854598,-0.9078127104619791,-0.966903298319847,-1.4160653414078999,-1.6632999959763601,-3.4541319912355,-3.9234683714629197,-3.51859635160322,-2.82834274046382,-2.0686723179687,-1.47639113664299,-1.25327837438199,-0.7361189625216329,-0.9353061206105692,-1.17764993199937,-1.4155045701593798,-2.3028718028316097,-2.43980303315869
04000106848159,-2.68145745007239,-2.82219932333696,-2.76321774942463,-2.75946552310138,-4.2797590536672905,-4.51387966565994,-6.05614843919023,-6.006784216955941,-5.34656983647838,-5.1938355099261795,-4.12397887495556,-3.15408902322032,-2.5165275751845497,-2.7942011233471398,-3.1037415342738504,-3.01918960642819,-3.52988364139133,-4.33209327560524,-4.67394367355075,-3.9232087859953904,-3.87311338859842,-4.04760392549078,-3.5533855678554396,-2.85149395472525,-2.8572695241115498,-2.27597606305876,-2.32680930815184,-2.75139807858998,-3.33278698521539,-3.9275207490070096,-5.57818715739678,-6.059440811931291,-5.72169667709204,-4.54871253404584,-3.5533855678554396,-2.92639584975186,-2.70381976599739,-2.83107722167516,-2.94134015561561,-3.3245588348261297,-3.54908975864433,-4.14770146135161,-5.6578297367428805,-6.02486885105975,-5.85352694981567,-4.38188343421332,-3.58198169763147,-3.13313300373878,-2.5017626449416603,-2.3192882647743502,-2.38987184844784,-3.0083421167935898,-3.25300288499106,-5.725003333771441,-6.04089094417346,-6.09055756788849,-6.02486885105975,-4.13377316014428,-3.2464302055684797,-3.0008065230320002,-2.5451813330330197,-2.62244166198386,-2.88189317434899,-3.3155607528654505,-4.9087344660181795,-4.95630903122938
04000107266013,-0.97483377503029,-1.03089009300313,-1.13300168685286,-1.18602183684355,-1.9731626960876498,-2.04912863030385,-3.5755177694370603,-3.7718088947511297,-3.4886110667918597,-3.4763550167139194,-2.68729632170568,-1.63292604206168,-1.04311760743294,-1.1553895788391002,-1.3707907399449302,-1.4060201640147,-2.05100958435783,-2.80720661897434,-3.84632739171233,-4.87145694660576,-4.3931544733860095,-3.44046315364465,-1.82858318411757,-1.23102078429034,-1.25113407013999,-1.09176314049925,-1.13510893881012,-1.63598889115257,-2.57531189550671,-3.4280541812725898,-5.02484290954279,-6.32637312673011,-5.74052016454296,-4.218259290278049,-1.82858318411757,-1.30733427398067,-1.36139427312402,-1.37323928683985,-1.41764479086989,-1.81111725717713,-1.93683411771407,-2.726345256487,-4.34926011071006,-5.92960880001181,-4.42636531874755,-2.8323860995065804,-2.16985219180238,-1.67508768901097,-1.31701317004767,-1.1121698515242,-1.08960120382203,-1.60286721754594,-2.12491434172164,-4.40855138658219,-4.97274797007372,-4.40855138658219,-3.3902789508732,-2.54964166320795,-2.04650122432396,-1.59550469573659,-1.2021163859476798,-1.3790620823222899,-1.67222093055328,-1.9240475249162001,-2.9849304895522404,-3.8636984109582997
