,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712,201801,201802,201803,201804,201805,201806,201807,201808,201809,201810,201811,201812,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204,202205,202206,202207,202208,202209
04000103958399,-4.90751837622385,-5.174397818289441,-5.22180963710643,-5.22017695075892,-7.22924635792667,-7.51806039445603,-10.2553199653243,-10.2553199653243,-10.2553199653243,-10.2553199653243,-6.2487193955777895,-5.122346932838401,-4.5858113729336605,-4.903329912816179,-5.25793598085781,-5.09895363080346,-6.03486822716872,-9.297904257147529,-10.2553199653243,-10.2553199653243,-10.2553199653243,-9.23168835949068,-6.04449745291729,-5.08635364827007,-5.0112267714156795,-4.788262550905361,-4.82905465472491,-5.49388583799828,-6.50563996089527,-10.2553199653243,-10.2553199653243,-10.2553199653243,-10.2553199653243,-9.23168835949068,-6.04449745291729,-4.94496557006337,-4.97310856759406,-5.01391614644381,-5.5299367421874,-5.49252488722362,-5.241842584264901,-6.80551782639235,-9.6661576356204,-10.2553199653243,-10.2553199653243,-7.181000842593661,-6.135078015636821,-5.97321226879689,-5.345125289454139,-4.73122335871138,-4.65646589243315,-5.69475967880227,-5.95126024276034,-10.2553199653243,-9.68062331497864,-10.2553199653243,-8.336774132065282,-6.01629725389317,-5.281047565293781,-5.13099112151322,-4.77779872385284,-4.91919038409956,-5.253685499311031,-6.4776850983762895,-8.36562568721745,-9.355544572606721,-9.25483680881201,-10.2553199653243,-7.20172549675439
04000105620708,-3.8249573685605602,-4.01927165392146,-4.28623771243343,-4.04071415016585,-7.18166171528712,-6.57643437935482,-9.38322877767237,-9.28088553580274,-8.94713389270226,-8.22734635801273,-6.252425166084019,-3.98803391367916,-3.32103885943147,-3.73116633594968,-4.03338384021056,-3.8064335909984703,-4.73404863199348,-7.49233887914844,-9.713924070899001,-8.15627413586654,-8.7795685787378,-7.66211873863138,-5.04162486299222,-4.00763692414502,-3.93552485146837,-3.50247127370296,-3.6663673800912595,-4.56397920166666,-6.1089544531872795,-7.10813260426306,-9.670105636288671,-9.060232422138268,-8.924587176466652,-7.14422149569178,-5.04162486299222,-4.0574637800449,-3.9327176144254397,-3.92368743840719,-4.18483855229706,-4.6634145615161,-4.9847688020499,-6.15452863377502,-9.345167477298551,-9.36463106189682,-9.68549985010465,-7.475746991997019,-5.738774552048089,-4.83474489719387,-3.9825847220410604,-3.7094888809744195,-3.64130279583444,-4.42735863458724,-5.997084057628781,-9.36463106189682,-8.3461877381168,-9.36463106189682,-8.18699739071022,-6.290228707554599,-4.76529202312128,-4.34689425353585,-3.8609530600428905,-4.29419531880184,-5.18565694279848,-6.115639844735809,-7.88970758195468,-9.14854349219972,-9.670105636288671,-9.12784123958143,-6.7929845982295705
